date	BIOL0000_20371	BIOL1300_13204	BIOL1300_19081	BIOL1300C_12596	BIOL1300C_12597	BIOL1300C_13209	BIOL1301_10159	BIOL1301_10415	BIOL1301_10516	BIOL1301_10732	BIOL1301_11060	BIOL1301_11937	BIOL1301_14784	BIOL1303_13559	BIOL1312_10416	BIOL1313_10417	BIOL1313_11283	BIOL1313_11936	BIOL1313_13003	BIOL1324A_13561	BIOL1325B_22825	BIOL1326A_12241	BIOL1327_11297	BIOL1327_11367	BIOL1327_11368	BIOL1327_11369	BIOL1327_11370	BIOL1327_13007	BIOL1327_13694	BIOL1327C_12457	BIOL1327C_12600	BIOL1327C_12601	BIOL1327C_12602	BIOL1327C_12604	BIOL1327C_12605	BIOL1327C_12606	BIOL1327C_12607	BIOL1327C_13308	BIOL1328B_28200	BIOL2202_27524	BIOL2203_27525	BIOL2203_27526	BIOL2203_27527	BIOL2203_27528	BIOL2302_12080	BIOL2303_13334	BIOL2303_27530	BIOL2304_27532	BIOL2305_27534	BIOL2305_27537	BIOL2305_27539	BIOL2308_10163	BIOL2309_10165	BIOL2309_27547	BIOL3300_27544	BIOL3301_27545	BIOL3301_27546	BIOL3304_27548	BIOL3305_27549	BIOL3305_27551	BIOL3305_27552	BIOL3308_27553	BIOL3309_27555	BIOL3309_27556	BIOL3310_27557	BIOL3311_27558	BIOL3312_28570	BIOL3313_28543	BIOL3326_28061	BIOL3327_28062	BIOL3330_27564	BIOL3339_27565	BIOL3340_27568	BIOL3341_27569	BIOL3341_27571	BIOL3906_11190	BIOL3907_12244	BIOL3911_11525	BIOL3912_11526	BIOL3991_11527	BIOL3992_28655	BIOL3995_13692
1707252259	17	48	64	40	50	32	15	18	18	15	25	17	18	1	54	0	13	16	21	31	50	35	56	16	2	1	46	70	76	12	0	23	20	47	0	37	17	56	68	33	2	29	23	0	56	25	18	70	22	24	24	10	9	0	26	19	4	39	9	16	13	33	18	-1	29	29	12	16	18	18	7	7	15	7	8	3	4	18	42	20	0	0
1707252332	17	48	64	40	50	32	15	18	18	15	25	17	18	1	54	0	13	16	21	31	50	35	56	16	2	1	46	70	76	12	0	23	20	47	0	37	17	56	68	33	2	29	23	0	56	25	18	70	22	24	24	10	9	0	26	19	4	39	9	16	13	33	18	-1	29	29	12	16	18	18	7	7	15	7	8	3	4	18	42	20	0	0
1707260820	17	47	64	40	49	32	15	18	18	14	25	17	18	1	54	0	13	16	21	38	43	39	55	12	0	0	44	68	75	10	0	21	19	43	0	37	15	54	66	25	0	27	20	0	53	23	18	68	21	23	24	4	3	0	20	19	-2	39	9	16	13	32	17	-1	29	29	12	16	18	18	7	7	15	7	8	2	4	18	42	20	0	0
1707261009	16	43	63	39	47	30	15	17	18	13	25	16	17	0	50	0	11	15	20	21	32	27	45	0	0	0	32	54	69	6	0	14	15	38	0	27	5	40	61	4	0	10	16	0	50	20	17	59	19	17	23	2	1	0	17	16	-2	38	9	15	12	30	15	-1	28	29	8	12	18	18	5	6	13	6	7	2	4	18	41	20	0	0
1707261047	15	39	62	37	46	28	14	17	18	13	24	15	16	0	48	0	9	15	20	15	25	24	40	0	0	0	23	41	60	5	0	4	12	35	0	25	1	27	60	0	0	6	16	0	45	18	15	55	17	16	22	2	0	0	14	14	-3	37	8	15	12	30	15	-1	27	29	7	12	18	18	5	6	13	6	7	2	4	18	39	20	-1	0
1707261116	15	36	62	36	46	26	13	17	18	13	24	15	15	0	47	0	8	15	20	8	20	13	33	0	0	0	20	31	56	4	0	0	10	30	0	23	1	17	54	0	0	6	16	0	45	18	15	51	17	12	22	2	0	0	8	10	-5	37	8	15	12	30	15	-1	27	29	7	12	18	18	5	6	13	6	7	2	4	18	39	20	-1	0
1707261144	15	34	61	34	45	26	12	17	18	13	24	14	14	0	46	0	7	15	20	6	9	6	25	0	0	0	17	26	52	0	0	0	8	27	0	17	1	12	52	0	0	6	16	0	44	18	15	47	16	9	22	2	0	0	6	9	-6	37	8	15	12	30	15	-1	27	29	7	12	18	18	5	6	13	6	7	2	4	18	39	20	-1	0
1707261213	15	35	60	33	45	27	12	17	18	13	24	14	14	0	46	0	7	15	20	8	10	3	21	1	0	0	15	25	52	0	0	0	3	28	0	17	0	11	53	0	0	6	16	0	43	18	15	47	16	11	20	2	0	0	6	9	-6	37	8	15	12	29	15	-2	27	29	7	12	18	18	5	6	13	6	7	2	4	18	39	20	-1	0
1707261257	15	35	60	33	45	27	12	17	18	13	24	14	14	0	46	0	7	15	20	8	8	2	21	0	0	0	14	24	51	0	0	0	2	27	0	15	1	10	52	0	0	6	16	0	43	18	15	47	16	11	20	2	0	0	2	7	-8	37	8	15	12	29	15	-2	27	29	7	12	18	18	4	6	13	6	7	2	4	18	39	20	-1	0
1707261315	15	35	60	33	45	27	12	17	18	13	24	14	14	0	46	0	7	15	20	8	8	2	21	0	0	0	14	24	52	0	0	0	2	27	0	16	1	10	51	0	0	6	16	0	43	18	15	47	16	11	20	2	0	0	2	7	-8	37	8	15	12	29	15	-2	27	29	7	12	18	18	4	6	13	6	7	2	4	18	39	20	-1	0
1707261354	15	35	60	33	45	27	12	17	18	13	24	14	14	0	46	0	7	15	20	8	7	0	20	0	0	0	13	24	52	0	0	0	1	27	0	16	0	10	51	0	0	6	16	0	43	18	15	47	16	11	20	2	0	0	0	5	-8	37	8	15	12	29	15	-2	27	29	7	12	17	18	4	6	13	6	7	2	4	17	39	20	-1	0
1707261538	13	20	60	26	42	21	12	16	16	12	21	11	9	0	44	0	7	13	20	0	0	0	10	0	0	0	3	14	43	0	0	0	0	15	0	0	0	0	47	-1	0	5	16	0	25	6	13	22	7	1	14	2	0	0	-2	4	-9	35	7	14	12	28	15	-3	27	29	6	11	16	17	2	4	12	5	7	2	4	17	36	20	-1	0
1707261603	13	17	60	26	42	19	10	16	17	12	20	12	8	0	44	0	7	13	20	0	0	0	7	0	0	0	3	14	41	0	0	0	0	11	0	0	-1	0	47	-1	0	5	16	0	25	6	13	21	6	1	14	2	0	0	-2	4	-9	35	7	14	12	28	15	-3	27	29	6	11	16	17	2	4	12	5	7	2	4	17	36	20	-1	0
1707261646	11	6	56	20	37	15	7	12	16	11	19	11	7	0	43	0	6	13	20	0	0	0	0	0	0	0	3	14	38	0	0	0	0	1	0	0	-1	0	44	-1	0	5	16	0	19	1	12	15	4	0	11	2	0	0	-2	4	-9	35	7	14	12	28	15	-3	27	29	6	11	16	17	2	4	12	5	7	2	3	17	33	20	-1	0
1707261709	11	4	55	19	37	13	5	11	16	11	19	11	7	0	43	0	6	13	20	0	0	0	0	0	0	0	3	14	37	0	0	0	0	0	0	0	-1	0	43	-1	0	5	16	0	19	1	12	14	4	0	10	2	0	0	-2	4	-9	35	7	14	12	28	15	-3	27	29	6	11	16	17	2	4	12	5	7	2	3	17	32	20	-1	0
1707261733	11	6	54	18	38	14	6	11	16	11	18	11	7	0	43	0	6	13	20	0	0	0	0	0	0	0	3	14	37	0	0	0	0	0	0	0	-1	0	42	-1	0	5	16	0	19	1	12	13	4	0	9	2	0	0	-2	4	-9	35	7	14	12	28	15	-3	27	29	6	11	16	17	2	4	12	5	7	2	3	17	32	20	-1	0
1707261807	11	6	53	18	37	14	6	11	16	11	18	11	7	0	43	0	7	13	19	0	0	0	0	0	0	0	3	14	37	0	0	0	0	0	0	0	-1	0	40	-1	0	5	16	0	19	1	12	13	4	0	9	2	0	0	-2	4	-9	35	7	14	12	28	15	-3	27	29	6	11	16	17	2	4	12	5	7	2	3	17	31	20	-1	0
1707261822	11	6	54	18	37	15	7	11	16	11	18	11	7	0	43	0	7	13	19	0	0	0	0	0	0	0	3	14	37	0	0	0	0	0	0	0	-1	0	38	-1	0	5	16	0	19	1	12	13	4	0	9	2	0	0	-2	4	-9	35	7	14	12	28	15	-3	27	29	6	11	16	17	2	4	12	5	7	2	3	17	31	20	-1	0
1707261842	11	6	53	18	37	14	6	11	16	11	18	11	7	0	43	0	7	13	19	0	0	0	0	0	0	0	3	14	37	0	0	0	0	0	0	0	-1	0	38	-1	0	5	16	0	19	1	12	13	4	0	9	2	0	0	-2	4	-9	35	7	14	12	28	15	-3	27	29	6	11	16	17	2	4	12	5	7	2	2	17	31	20	-1	0
1707261903	11	6	53	18	37	14	6	11	16	11	18	11	7	0	43	0	7	13	19	0	0	0	0	0	0	0	3	14	37	0	0	0	0	0	0	0	-1	0	38	-1	0	5	16	0	19	1	12	13	4	0	9	2	0	0	-2	4	-9	35	7	14	12	28	15	-3	27	29	6	11	16	17	2	4	12	5	7	2	2	17	31	20	-1	0
1707261944	11	6	53	19	37	13	6	12	16	11	18	11	6	0	43	0	7	13	19	0	0	0	0	0	0	0	3	14	37	0	0	0	0	0	0	0	-1	0	37	-1	0	5	16	0	19	1	12	13	4	0	9	2	0	0	-2	4	-9	35	7	14	12	28	15	-3	27	29	6	11	16	17	2	4	12	5	7	2	2	17	31	20	-1	0
1707262004	11	6	53	19	37	13	6	12	16	11	18	11	6	0	42	0	7	12	19	0	0	0	0	0	0	0	3	14	37	0	0	0	0	0	0	0	-1	0	37	-1	0	5	16	0	19	1	12	13	4	0	9	2	0	0	-2	4	-9	35	7	14	12	28	15	-3	27	29	6	11	16	17	2	4	12	5	7	2	2	17	31	20	-1	0
1707262107	11	6	53	19	37	13	6	12	16	11	18	11	6	1	42	0	7	12	19	0	0	0	1	0	0	0	3	14	37	0	0	0	0	1	0	0	-1	0	37	-1	0	5	16	0	19	1	12	13	4	0	9	2	0	0	-2	4	-9	35	7	14	12	28	15	-3	27	29	6	11	16	17	2	4	12	5	7	2	2	17	29	20	-1	0
1707262125	11	6	53	19	37	13	6	12	16	11	18	11	6	1	42	0	7	12	19	0	0	0	1	0	0	0	3	14	37	0	0	0	0	1	0	0	-1	0	37	-1	0	5	16	0	19	1	12	13	4	0	9	2	0	0	-2	4	-9	35	7	14	12	28	15	-3	27	29	6	11	16	17	2	4	12	5	7	2	2	17	29	20	-1	0
1707262142	11	6	53	19	37	13	6	12	16	11	18	11	6	1	42	0	7	12	19	0	0	0	1	0	0	0	3	14	37	0	0	0	0	1	0	0	-1	0	37	-1	0	5	16	0	19	1	12	13	4	0	9	2	0	0	-2	4	-9	35	7	14	12	28	15	-3	27	29	6	11	16	17	2	4	12	5	7	2	2	17	29	20	-1	0
1707262337	11	6	53	19	37	13	6	12	16	11	18	11	6	1	42	0	7	12	19	0	0	0	0	0	0	0	3	14	37	0	0	0	0	0	0	0	-1	0	36	-1	0	5	16	0	19	1	12	13	4	0	9	2	0	0	-2	4	-9	35	7	14	12	28	15	-3	27	29	6	11	16	17	2	4	11	5	6	2	2	17	29	20	-1	0
1707270001	11	6	53	19	37	13	6	12	16	11	18	11	6	1	42	0	7	12	19	0	0	0	0	0	0	0	3	14	37	0	0	0	0	0	0	0	-1	0	36	-1	0	5	16	0	19	1	12	13	4	0	9	2	0	0	-2	4	-9	35	7	14	12	28	15	-3	27	29	6	11	16	17	2	4	11	5	6	2	2	17	29	20	-1	0
1707270737	11	6	53	19	37	13	6	12	16	11	18	11	6	1	42	0	7	12	19	0	0	0	0	0	0	0	3	14	37	0	0	0	0	0	0	0	-1	0	34	-1	0	5	16	0	19	1	12	13	4	0	9	2	0	0	-2	4	-9	35	7	14	12	28	15	-3	27	29	6	11	16	17	2	4	11	5	6	2	2	17	28	20	-1	0
1707270816	11	6	53	19	37	13	6	12	16	11	18	11	6	1	42	0	7	12	19	0	0	0	0	0	0	0	3	14	37	0	0	0	0	0	0	0	-1	0	34	-1	0	5	16	0	19	1	12	13	4	0	9	2	0	0	-2	4	-9	35	7	14	12	28	15	-3	27	29	6	11	14	15	2	4	11	5	6	2	2	17	28	20	-1	0
1707270840	11	6	53	19	37	13	6	12	16	11	18	11	6	1	42	0	7	12	19	0	0	0	0	0	0	0	3	14	37	0	0	0	0	0	0	0	-1	0	34	-1	0	5	16	0	19	1	12	13	4	0	9	2	0	0	-2	4	-9	35	7	14	12	28	15	-3	27	29	6	11	14	15	2	4	11	5	6	2	2	17	27	20	-1	0
1707270903	11	6	53	19	37	13	6	12	16	11	18	11	6	1	42	0	7	12	19	0	0	0	0	0	-1	0	3	14	37	0	0	-1	0	1	-1	0	-1	0	34	-1	0	5	16	0	19	1	12	13	4	0	9	2	0	0	-2	4	-9	35	7	14	12	28	15	-3	27	29	6	11	14	15	2	4	11	5	6	2	2	17	27	20	-1	0
1707271009	11	4	53	19	36	12	6	12	16	11	17	11	6	1	42	0	7	12	19	0	0	0	0	0	-1	0	3	14	37	0	0	-1	0	1	-1	0	-1	0	34	-1	0	6	16	0	19	1	12	13	4	0	9	2	0	0	-2	4	-9	34	5	14	13	28	15	-3	27	29	6	11	14	15	2	4	11	5	6	2	2	17	27	20	-1	0
1707271027	11	4	53	19	36	12	6	12	16	11	17	11	6	1	42	0	7	12	19	0	0	0	0	0	-1	0	3	14	37	0	0	-1	0	1	-1	0	-1	0	33	-1	0	6	16	0	19	1	12	13	4	0	9	2	0	0	-2	4	-9	33	5	13	13	28	15	-3	27	29	6	11	14	15	2	4	11	5	6	2	2	17	27	20	-1	0
1707271053	11	4	53	19	36	12	6	12	16	11	17	11	6	1	42	0	7	12	19	0	0	0	0	0	-1	0	3	14	37	0	0	-1	0	1	-1	0	-1	0	33	-1	0	6	16	0	19	1	12	13	4	0	9	1	0	0	-2	4	-9	33	5	13	13	28	15	-3	27	29	6	11	14	15	2	4	12	5	7	2	2	17	27	20	-1	0
1707271136	11	4	54	20	36	12	6	12	16	11	18	11	6	1	42	0	7	12	19	0	0	0	0	0	-1	0	3	14	37	0	0	-1	0	2	-2	0	-1	0	33	-2	0	6	15	0	19	1	12	12	4	0	8	1	0	0	-2	4	-9	33	5	13	13	28	15	-3	27	29	6	11	14	15	2	4	12	5	7	2	2	17	27	20	-1	0
1707271218	11	4	54	20	36	12	6	12	16	11	18	11	6	1	41	0	7	11	19	0	0	0	0	0	-1	0	3	14	36	0	0	-1	0	1	-2	0	-1	0	35	-3	0	6	14	0	19	1	12	12	4	0	8	1	0	0	-2	4	-9	33	5	13	13	28	15	-3	27	29	6	11	14	15	2	4	12	5	7	2	2	17	27	20	-1	0
1707271250	11	4	54	20	36	12	6	12	16	11	18	11	6	1	41	0	7	11	19	0	0	0	0	0	-1	0	3	14	36	0	0	-1	0	1	-2	0	-1	0	35	-3	0	6	14	0	19	1	12	12	4	0	8	1	0	0	-2	4	-9	33	5	13	13	28	15	-3	27	29	6	11	14	15	2	4	12	5	7	2	2	17	27	20	-1	0
1707271309	11	4	54	20	36	12	6	12	16	11	18	11	6	1	41	0	7	11	19	0	0	0	0	0	-1	0	3	14	36	0	0	-1	0	1	-2	0	-1	0	34	-3	0	6	14	0	19	1	12	12	4	0	8	1	0	0	-2	4	-9	33	5	13	13	28	15	-3	27	29	6	11	14	15	2	4	12	5	7	2	2	17	27	20	-1	0
1707271338	11	4	54	20	36	12	6	12	16	11	18	11	6	1	41	0	7	11	19	0	0	0	0	0	-1	0	3	14	36	0	0	-1	0	1	-2	0	-1	0	34	-3	0	6	14	0	19	1	12	12	4	0	8	1	0	0	-2	4	-9	33	5	13	13	28	15	-3	27	29	6	11	14	15	2	4	12	5	7	2	2	17	27	20	-1	0
1707271422	11	4	53	19	36	12	6	12	16	11	17	11	6	1	40	0	6	11	19	0	0	0	0	0	-2	0	3	14	36	0	-1	-1	0	1	-2	0	-1	0	34	-7	0	6	10	0	19	1	12	12	4	0	8	1	0	0	-2	4	-9	33	5	13	13	28	15	-3	27	29	6	11	14	15	2	4	12	5	7	2	2	17	28	20	-1	0
1707271448	11	4	53	19	36	12	6	12	16	11	17	11	6	1	39	0	6	10	19	0	1	0	0	0	-2	0	2	14	36	0	-2	-1	0	1	-2	0	-1	0	33	-13	0	5	6	0	19	1	12	12	4	0	8	1	0	0	-2	4	-9	33	5	13	13	28	15	-3	27	29	6	11	14	15	2	4	12	5	7	2	2	17	28	20	-1	0
1707271510	11	4	53	19	35	13	6	12	16	11	17	11	6	1	38	0	6	10	18	0	0	0	0	0	-2	0	2	14	36	0	-2	-1	0	1	-2	0	-1	0	33	-15	0	4	5	0	19	1	12	12	4	1	7	1	0	0	-2	4	-9	33	5	13	13	28	15	-3	27	29	6	11	14	15	2	4	12	5	7	2	2	17	28	20	-1	0
1707271544	11	3	53	18	35	13	6	12	16	10	17	11	6	1	38	0	6	10	18	0	0	0	0	0	-2	0	1	14	35	0	-3	-1	0	1	-3	0	-1	0	33	-16	0	4	4	0	19	1	12	12	4	1	7	1	0	0	-2	4	-9	33	5	13	13	28	15	-3	27	29	6	11	13	14	2	4	12	5	7	2	2	17	28	20	-1	0
1707271643	11	3	53	18	35	13	6	12	16	10	17	11	6	1	38	0	6	10	18	0	0	0	0	0	-2	0	1	14	34	0	-3	-1	0	1	-3	-1	-1	0	34	-16	0	4	4	0	19	1	12	10	4	1	5	1	0	0	-2	4	-9	33	5	13	13	28	15	-3	27	28	6	11	13	14	1	3	12	5	7	2	2	17	28	20	-1	0
1707271704	11	3	53	18	35	13	6	12	16	10	17	11	6	1	38	0	6	10	18	0	0	0	0	0	-2	0	1	14	34	0	-3	-1	0	1	-3	-1	-1	0	34	-16	0	4	4	0	19	1	12	10	4	1	5	1	0	0	-2	4	-9	33	5	13	13	28	15	-3	27	28	6	11	13	14	1	3	12	5	7	2	2	17	28	20	-1	0
1707271720	11	3	53	18	35	13	6	12	16	10	17	11	6	1	38	0	6	10	18	0	0	0	0	0	-2	0	1	14	34	0	-3	-1	0	1	-3	-1	-1	0	34	-16	0	4	4	0	19	1	12	10	4	1	5	1	0	0	-2	4	-9	33	5	13	13	28	15	-3	27	28	6	11	13	14	1	3	12	5	7	2	2	17	28	20	-1	0
1707271802	11	3	53	18	35	13	6	12	16	10	17	11	6	1	38	0	6	10	18	0	0	0	0	0	-2	0	1	14	34	0	-3	-1	0	1	-3	-1	-1	0	34	-16	0	4	4	0	19	1	12	10	4	1	5	1	0	0	-2	4	-9	33	5	13	13	28	15	-3	27	28	6	11	13	14	1	3	12	5	7	2	2	17	28	20	-1	0
1707272002	11	3	53	18	35	13	6	12	16	10	17	11	6	1	38	0	6	10	18	0	0	0	0	0	-2	0	2	14	34	0	-3	0	0	1	-3	-1	-1	0	34	-16	0	4	4	0	19	1	12	10	4	1	5	1	0	0	-2	4	-9	33	5	13	13	28	15	-3	27	28	6	11	13	14	1	3	12	5	7	2	2	17	28	20	-1	0
1707272150	11	3	53	18	35	13	6	12	16	10	17	11	6	1	38	0	6	10	18	0	0	0	0	0	-2	0	2	14	34	0	-3	0	0	1	-3	-1	-1	0	34	-16	0	4	4	0	19	1	12	10	4	1	5	1	0	0	-2	4	-9	33	5	13	13	28	15	-3	27	28	6	11	13	14	1	3	12	5	7	2	2	17	28	20	-1	0
1707272237	11	3	53	18	35	13	6	12	16	10	17	11	6	1	38	0	6	10	18	0	0	0	0	0	-2	0	2	14	34	0	-3	0	0	1	-3	-1	-1	0	34	-16	0	4	4	0	19	1	12	10	4	1	5	1	0	0	-2	4	-9	33	5	13	13	28	15	-3	27	28	6	11	13	14	1	3	12	5	7	2	2	17	28	20	-1	0
1707281100	11	3	53	18	35	13	6	12	16	10	17	11	6	1	36	0	6	10	16	-1	-1	-2	-1	0	-2	0	0	13	34	0	-3	-1	0	1	-5	-1	-1	-1	34	-20	0	2	2	0	19	1	12	10	4	1	5	1	0	0	-2	4	-9	33	5	13	13	28	15	-3	27	28	6	11	13	14	1	3	11	4	7	2	2	17	28	20	-1	0
1707281233	11	3	53	18	35	13	6	12	16	10	17	11	6	1	36	0	6	10	16	0	-1	-2	-1	0	-2	0	0	13	34	0	-3	-1	0	1	-5	-1	-1	-1	34	-20	0	2	2	0	19	1	12	10	4	1	5	1	0	0	-2	4	-9	33	5	13	13	28	15	-3	27	28	6	11	13	14	1	3	11	4	7	2	2	17	28	20	-1	0
1707281457	11	3	53	18	35	13	6	12	16	10	17	11	6	1	36	0	6	10	16	0	-1	-2	-1	0	-2	0	0	13	34	0	-3	-1	0	1	-5	-1	-1	-1	34	-20	0	2	2	0	19	1	12	10	4	1	5	1	0	0	-2	4	-9	33	5	13	13	28	15	-3	27	28	6	11	13	14	1	3	11	4	7	2	2	17	28	20	-1	0
1707281621	11	3	53	18	35	13	6	12	16	10	17	11	6	1	36	0	6	10	16	0	-1	-2	-1	0	-2	0	0	13	34	0	-3	-1	0	1	-5	-1	-1	-1	34	-20	0	2	2	0	19	1	12	10	4	1	5	1	0	0	-2	4	-9	33	5	13	13	28	15	-3	27	28	6	11	13	14	1	3	11	4	7	2	2	17	28	19	-1	0
1707281911	11	3	53	18	35	13	6	12	16	10	17	11	6	1	36	0	6	10	16	0	-1	-2	-1	0	-2	0	0	13	34	0	-3	-1	0	1	-5	-1	-1	-1	34	-20	0	2	2	0	19	1	12	10	4	1	5	11	0	0	-2	4	-9	33	5	13	13	28	15	-3	27	28	6	11	13	14	1	3	11	4	7	2	2	17	28	19	-1	0
